Día,Hora,Peaje,Periodo,"Término energía PVPC
FEU = TEU + TCU
€/MWh consumo","Peajes y cargos TEU
€/MWh consumo","Precio producción
TCU=CP x(1+PERD/100)
€/MWh consumo"
2024-10-11,13.0,2.0TD,1.0,176.3797051935,76.974,99.4057051935
2024-10-11,14.0,2.0TD,1.0,163.1293285367,76.974,86.1553285367
2024-10-11,15.0,2.0TD,2.0,119.0826874482,27.963,91.1196874482
2024-10-11,16.0,2.0TD,2.0,125.7373592471,27.963,97.7743592471
2024-10-11,17.0,2.0TD,2.0,130.288824046,27.963,102.325824046
2024-10-11,18.0,2.0TD,2.0,132.1277291881,27.963,104.1647291881
2024-10-11,19.0,2.0TD,1.0,191.2541562766,76.974,114.2801562766
2024-10-11,20.0,2.0TD,1.0,211.7507792471,76.974,134.7767792471
2024-10-11,21.0,2.0TD,1.0,219.1315389039,76.974,142.1575389039
2024-10-11,22.0,2.0TD,1.0,199.7822067323,76.974,122.8082067323
2024-10-11,23.0,2.0TD,2.0,142.8773522712,27.963,114.9143522712
2024-10-11,24.0,2.0TD,2.0,145.6298010701,27.963,117.6668010701
2024-10-12,1.0,2.0TD,3.0,106.244705805,2.752,103.492705805
2024-10-12,2.0,2.0TD,3.0,96.9051036976,2.752,94.1531036976
2024-10-12,3.0,2.0TD,3.0,88.725514761,2.752,85.973514761
2024-10-12,4.0,2.0TD,3.0,77.5800219952,2.752,74.8280219952
2024-10-12,5.0,2.0TD,3.0,77.6758449952,2.752,74.9238449952
2024-10-12,6.0,2.0TD,3.0,81.910410761,2.752,79.158410761
2024-10-12,7.0,2.0TD,3.0,100.6185636976,2.752,97.8665636976
2024-10-12,8.0,2.0TD,3.0,100.7171663367,2.752,97.9651663367
2024-10-12,9.0,2.0TD,3.0,101.9709905075,2.752,99.2189905075
2024-10-12,10.0,2.0TD,3.0,108.3476045515,2.752,105.5956045515
2024-10-12,11.0,2.0TD,3.0,110.4480807223,2.752,107.6960807223
2024-10-12,12.0,2.0TD,3.0,116.2512695515,2.752,113.4992695515
2024-10-12,13.0,2.0TD,3.0,110.7869645515,2.752,108.0349645515
2024-10-12,14.0,2.0TD,3.0,109.3592630198,2.752,106.6072630198
2024-10-12,15.0,2.0TD,3.0,105.9798545515,2.752,103.2278545515
2024-10-12,16.0,2.0TD,3.0,92.0829074441,2.752,89.3309074441
2024-10-12,17.0,2.0TD,3.0,92.857833805,2.752,90.105833805
2024-10-12,18.0,2.0TD,3.0,112.9126935709,2.752,110.1606935709
2024-10-12,19.0,2.0TD,3.0,124.8880260392,2.752,122.1360260392
2024-10-12,20.0,2.0TD,3.0,133.4250375709,2.752,130.6730375709
2024-10-12,21.0,2.0TD,3.0,164.2164060392,2.752,161.4644060392
2024-10-12,22.0,2.0TD,3.0,159.3673322733,2.752,156.6153322733
2024-10-12,23.0,2.0TD,3.0,147.4107773367,2.752,144.6587773367
2024-10-12,24.0,2.0TD,3.0,134.0982189318,2.752,131.3462189318
2024-10-13,1.0,2.0TD,3.0,121.840912627,2.752,119.088912627
2024-10-13,2.0,2.0TD,3.0,116.9737723589,2.752,114.2217723589
2024-10-13,3.0,2.0TD,3.0,111.9947560908,2.752,109.2427560908
2024-10-13,4.0,2.0TD,3.0,113.7853105084,2.752,111.0333105084
2024-10-13,5.0,2.0TD,3.0,110.6810983743,2.752,107.9290983743
2024-10-13,6.0,2.0TD,3.0,116.3298412249,2.752,113.5778412249
2024-10-13,7.0,2.0TD,3.0,114.1033643589,2.752,111.3513643589
2024-10-13,8.0,2.0TD,3.0,123.414447194,2.752,120.662447194
2024-10-13,9.0,2.0TD,3.0,113.600806895,2.752,110.848806895
2024-10-13,10.0,2.0TD,3.0,106.2108871476,2.752,103.4588871476
2024-10-13,11.0,2.0TD,3.0,80.8699454002,2.752,78.1179454002
2024-10-13,12.0,2.0TD,3.0,50.0002236837,2.752,47.2482236837
2024-10-13,13.0,2.0TD,3.0,42.9184678177,2.752,40.1664678177
2024-10-13,14.0,2.0TD,3.0,37.3553876683,2.752,34.6033876683
2024-10-13,15.0,2.0TD,3.0,37.6295203848,2.752,34.8775203848
2024-10-13,16.0,2.0TD,3.0,38.6490725497,2.752,35.8970725497
2024-10-13,17.0,2.0TD,3.0,47.5965982971,2.752,44.8445982971
2024-10-13,18.0,2.0TD,3.0,79.0624407455,2.752,76.3104407455
2024-10-13,19.0,2.0TD,3.0,114.421354029,2.752,111.669354029
2024-10-13,20.0,2.0TD,3.0,145.9961031631,2.752,143.2441031631
2024-10-13,21.0,2.0TD,3.0,164.7616111476,2.752,162.0096111476
2024-10-13,22.0,2.0TD,3.0,171.4157097146,2.752,168.6637097146
2024-10-13,23.0,2.0TD,3.0,149.4384528641,2.752,146.6864528641
2024-10-13,24.0,2.0TD,3.0,140.552928029,2.752,137.800928029
2024-10-14,1.0,2.0TD,3.0,129.0781161626,2.752,126.3261161626
2024-10-14,2.0,2.0TD,3.0,121.6866818372,2.752,118.9346818372
2024-10-14,3.0,2.0TD,3.0,123.2287509303,2.752,120.4767509303
2024-10-14,4.0,2.0TD,3.0,122.510502628,2.752,119.758502628
2024-10-14,5.0,2.0TD,3.0,123.6396372326,2.752,120.8876372326
2024-10-14,6.0,2.0TD,3.0,131.5844919534,2.752,128.8324919534
2024-10-14,7.0,2.0TD,3.0,134.6223463018,2.752,131.8703463018
2024-10-14,8.0,2.0TD,3.0,153.1376359295,2.752,150.3856359295
2024-10-14,9.0,2.0TD,2.0,220.6460117672,27.963,192.6830117672
2024-10-14,10.0,2.0TD,2.0,183.3200916502,27.963,155.3570916502
2024-10-14,11.0,2.0TD,1.0,215.1350788595,76.974,138.1610788595
2024-10-14,12.0,2.0TD,1.0,196.0833984641,76.974,119.1093984641
2024-10-14,13.0,2.0TD,1.0,186.3419280687,76.974,109.3679280687
2024-10-14,14.0,2.0TD,1.0,178.7148306733,76.974,101.7408306733
2024-10-14,15.0,2.0TD,2.0,125.9130493249,27.963,97.9500493249
2024-10-14,16.0,2.0TD,2.0,125.6884509995,27.963,97.7254509995
2024-10-14,17.0,2.0TD,2.0,124.2779126741,27.963,96.3149126741
2024-10-14,18.0,2.0TD,2.0,157.9833008603,27.963,130.0203008603
2024-10-14,19.0,2.0TD,1.0,235.5787029064,76.974,158.6047029064
2024-10-14,20.0,2.0TD,1.0,282.597747511,76.974,205.623747511
2024-10-14,21.0,2.0TD,1.0,294.7068093249,76.974,217.7328093249
2024-10-14,22.0,2.0TD,1.0,236.1490710226,76.974,159.1750710226
2024-10-14,23.0,2.0TD,2.0,157.7999914649,27.963,129.8369914649
2024-10-14,24.0,2.0TD,2.0,154.0377824418,27.963,126.0747824418
2024-10-15,1.0,2.0TD,3.0,115.8712805027,2.752,113.1192805027
2024-10-15,2.0,2.0TD,3.0,114.4090842546,2.752,111.6570842546
2024-10-15,3.0,2.0TD,3.0,118.7752007559,2.752,116.0232007559
2024-10-15,4.0,2.0TD,3.0,112.8947373812,2.752,110.1427373812
2024-10-15,5.0,2.0TD,3.0,106.5507767559,2.752,103.7987767559
2024-10-15,6.0,2.0TD,3.0,108.4514336293,2.752,105.6994336293
2024-10-15,7.0,2.0TD,3.0,107.1978265001,2.752,104.4458265001
2024-10-15,8.0,2.0TD,3.0,125.0212432469,2.752,122.2692432469
2024-10-15,9.0,2.0TD,2.0,188.2035588799,27.963,160.2405588799
2024-10-15,10.0,2.0TD,2.0,177.7546691178,27.963,149.7916691178
2024-10-15,11.0,2.0TD,1.0,202.4489191178,76.974,125.4749191178
2024-10-15,12.0,2.0TD,1.0,193.6538917431,76.974,116.6798917431
2024-10-15,13.0,2.0TD,1.0,186.3893412418,76.974,109.4153412418
2024-10-15,14.0,2.0TD,1.0,186.9508218671,76.974,109.9768218671
2024-10-15,15.0,2.0TD,2.0,129.4683088748,27.963,101.5053088748
2024-10-15,16.0,2.0TD,2.0,132.5625465027,27.963,104.5995465027
2024-10-15,17.0,2.0TD,2.0,145.1100468799,27.963,117.1470468799
2024-10-15,18.0,2.0TD,2.0,145.2668628799,27.963,117.3038628799
2024-10-15,19.0,2.0TD,1.0,207.3834787482,76.974,130.4094787482
2024-10-15,20.0,2.0TD,1.0,218.8318343735,76.974,141.8578343735
2024-10-15,21.0,2.0TD,1.0,239.2309087482,76.974,162.2569087482
2024-10-15,22.0,2.0TD,1.0,216.8046659989,76.974,139.8306659989
2024-10-15,23.0,2.0TD,2.0,154.7485503838,27.963,126.7855503838
2024-10-15,24.0,2.0TD,2.0,145.142576637,27.963,117.179576637
2024-10-16,1.0,2.0TD,3.0,99.7735756604,2.752,97.0215756604
2024-10-16,2.0,2.0TD,3.0,94.0070766223,2.752,91.2550766223
2024-10-16,3.0,2.0TD,3.0,92.2011682762,2.752,89.4491682762
2024-10-16,4.0,2.0TD,3.0,86.4066862762,2.752,83.6546862762
2024-10-16,5.0,2.0TD,3.0,86.1153502762,2.752,83.3633502762
2024-10-16,6.0,2.0TD,3.0,85.2141109683,2.752,82.4621109683
2024-10-16,7.0,2.0TD,3.0,99.0946556985,2.752,96.3426556985
2024-10-16,8.0,2.0TD,3.0,92.0950208774,2.752,89.3430208774
2024-10-16,9.0,2.0TD,2.0,130.1924183143,27.963,102.2294183143
2024-10-16,10.0,2.0TD,2.0,123.4708114668,27.963,95.5078114668
2024-10-16,11.0,2.0TD,1.0,145.2106049155,76.974,68.2366049155
2024-10-16,12.0,2.0TD,1.0,126.0805954668,76.974,49.1065954668
2024-10-16,13.0,2.0TD,1.0,113.5352573642,76.974,36.5612573642
2024-10-16,14.0,2.0TD,1.0,112.4719212615,76.974,35.4979212615
2024-10-16,15.0,2.0TD,2.0,65.6720828393,27.963,37.7090828393
2024-10-16,16.0,2.0TD,2.0,78.1410676985,27.963,50.1780676985
2024-10-16,17.0,2.0TD,2.0,98.4348380064,27.963,70.4718380064
2024-10-16,18.0,2.0TD,2.0,124.1277571091,27.963,96.1647571091
2024-10-16,19.0,2.0TD,1.0,198.5066795313,76.974,121.5326795313
2024-10-16,20.0,2.0TD,1.0,208.0131057366,76.974,131.0391057366
2024-10-16,21.0,2.0TD,1.0,236.2928650827,76.974,159.3188650827
2024-10-16,22.0,2.0TD,1.0,228.7022470827,76.974,151.7282470827
2024-10-16,23.0,2.0TD,2.0,158.081407417,27.963,130.118407417
2024-10-16,24.0,2.0TD,2.0,152.1363604815,27.963,124.1733604815
2024-10-17,1.0,2.0TD,3.0,133.7005120646,2.752,130.9485120646
2024-10-17,2.0,2.0TD,3.0,125.5225415589,2.752,122.7705415589
2024-10-17,3.0,2.0TD,3.0,121.3171229522,2.752,118.5651229522
2024-10-17,4.0,2.0TD,3.0,120.6398786488,2.752,117.8878786488
2024-10-17,5.0,2.0TD,3.0,109.9991264466,2.752,107.2471264466
2024-10-17,6.0,2.0TD,3.0,102.0958141544,2.752,99.3438141544
2024-10-17,7.0,2.0TD,3.0,110.5848228736,2.752,107.8328228736
2024-10-17,8.0,2.0TD,3.0,130.1507345927,2.752,127.3987345927
2024-10-17,9.0,2.0TD,2.0,158.2800489634,27.963,130.3170489634
2024-10-17,10.0,2.0TD,2.0,158.1103419972,27.963,130.1473419972
2024-10-17,11.0,2.0TD,1.0,176.2946704916,76.974,99.3206704916
2024-10-17,12.0,2.0TD,1.0,119.9157895927,76.974,42.9417895927
2024-10-17,13.0,2.0TD,1.0,115.1745519972,76.974,38.2005519972
2024-10-17,14.0,2.0TD,1.0,115.0293413006,76.974,38.0553413006
2024-10-17,15.0,2.0TD,2.0,63.8530068736,27.963,35.8900068736
2024-10-17,16.0,2.0TD,2.0,63.0258562668,27.963,35.0628562668
2024-10-17,17.0,2.0TD,2.0,63.4700996601,27.963,35.5070996601
2024-10-17,18.0,2.0TD,2.0,67.3286794578,27.963,39.3656794578
2024-10-17,19.0,2.0TD,1.0,171.8664600871,76.974,94.8924600871
2024-10-17,20.0,2.0TD,1.0,205.2992125927,76.974,128.3252125927
2024-10-17,21.0,2.0TD,1.0,201.453959795,76.974,124.479959795
2024-10-17,22.0,2.0TD,1.0,192.0207138848,76.974,115.0467138848
2024-10-17,23.0,2.0TD,2.0,144.4421317499,27.963,116.4791317499
2024-10-17,24.0,2.0TD,2.0,143.886010042,27.963,115.923010042
2024-10-18,1.0,2.0TD,3.0,99.4772329727,2.752,96.7252329727
2024-10-18,2.0,2.0TD,3.0,96.4284298441,2.752,93.6764298441
2024-10-18,3.0,2.0TD,3.0,89.4567482798,2.752,86.7047482798
2024-10-18,4.0,2.0TD,3.0,78.5738931066,2.752,75.8218931066
2024-10-18,5.0,2.0TD,3.0,78.8195307155,2.752,76.0675307155
2024-10-18,6.0,2.0TD,3.0,98.9398322798,2.752,96.1878322798
2024-10-18,7.0,2.0TD,3.0,107.3455585369,2.752,104.5935585369
2024-10-18,8.0,2.0TD,3.0,119.4041819673,2.752,116.6521819673
2024-10-18,9.0,2.0TD,2.0,174.8407287995,27.963,146.8777287995
2024-10-18,10.0,2.0TD,2.0,146.9434134869,27.963,118.9804134869
2024-10-18,11.0,2.0TD,1.0,172.8088002691,76.974,95.8348002691
2024-10-18,12.0,2.0TD,1.0,145.3827126601,76.974,68.4087126601
2024-10-18,13.0,2.0TD,1.0,115.1973264423,76.974,38.2233264423
2024-10-18,14.0,2.0TD,1.0,113.8059122244,76.974,36.8319122244
2024-10-18,15.0,2.0TD,2.0,64.3795641851,27.963,36.4165641851
2024-10-18,16.0,2.0TD,2.0,64.6701224477,27.963,36.7071224477
2024-10-18,17.0,2.0TD,2.0,68.8679977102,27.963,40.9049977102
2024-10-18,18.0,2.0TD,2.0,124.0626837548,27.963,96.0996837548
2024-10-18,19.0,2.0TD,1.0,211.0698367941,76.974,134.0958367941
2024-10-18,20.0,2.0TD,1.0,239.5087724477,76.974,162.5347724477
2024-10-18,21.0,2.0TD,1.0,227.2930896655,76.974,150.3190896655
2024-10-18,22.0,2.0TD,1.0,216.4174352744,76.974,139.4434352744
2024-10-18,23.0,2.0TD,2.0,156.3382621066,27.963,128.3752621066
2024-10-18,24.0,2.0TD,2.0,147.3541163691,27.963,119.3911163691
2024-10-19,1.0,2.0TD,3.0,118.969902687,2.752,116.217902687
2024-10-19,2.0,2.0TD,3.0,117.897893281,2.752,115.145893281
2024-10-19,3.0,2.0TD,3.0,108.5564748751,2.752,105.8044748751
2024-10-19,4.0,2.0TD,3.0,97.2090726044,2.752,94.4570726044
2024-10-19,5.0,2.0TD,3.0,97.4637134691,2.752,94.7117134691
2024-10-19,6.0,2.0TD,3.0,97.6798686721,2.752,94.9278686721
2024-10-19,7.0,2.0TD,3.0,110.4257629427,2.752,107.6737629427
2024-10-19,8.0,2.0TD,3.0,114.378586687,2.752,111.626586687
2024-10-19,9.0,2.0TD,3.0,122.2029444313,2.752,119.4509444313
2024-10-19,10.0,2.0TD,3.0,122.1498276492,2.752,119.3978276492
2024-10-19,11.0,2.0TD,3.0,104.2601865964,2.752,101.5081865964
2024-10-19,12.0,2.0TD,3.0,80.653822867,2.752,77.901822867
2024-10-19,13.0,2.0TD,3.0,67.4153590024,2.752,64.6633590024
2024-10-19,14.0,2.0TD,3.0,52.2889982053,2.752,49.5369982053
2024-10-19,15.0,2.0TD,3.0,48.5145471377,2.752,45.7625471377
2024-10-19,16.0,2.0TD,3.0,40.5985724611,2.752,37.8465724611
2024-10-19,17.0,2.0TD,3.0,45.6105068521,2.752,42.8585068521
2024-10-19,18.0,2.0TD,3.0,77.7861904462,2.752,75.0341904462
2024-10-19,19.0,2.0TD,3.0,104.0762087696,2.752,101.3242087696
2024-10-19,20.0,2.0TD,3.0,119.1372113636,2.752,116.3852113636
2024-10-19,21.0,2.0TD,3.0,129.4375742959,2.752,126.6855742959
2024-10-19,22.0,2.0TD,3.0,141.8739202283,2.752,139.1219202283
2024-10-19,23.0,2.0TD,3.0,128.12331189,2.752,125.37131189
2024-10-19,24.0,2.0TD,3.0,120.954619484,2.752,118.202619484
2024-10-20,1.0,2.0TD,3.0,115.2422393231,2.752,112.4902393231
2024-10-20,2.0,2.0TD,3.0,98.3267782261,2.752,95.5747782261
2024-10-20,3.0,2.0TD,3.0,89.5244391291,2.752,86.7724391291
2024-10-20,4.0,2.0TD,3.0,94.5667840647,2.752,91.8147840647
2024-10-20,5.0,2.0TD,3.0,99.1900935162,2.752,96.4380935162
2024-10-20,6.0,2.0TD,3.0,106.3459046776,2.752,103.5939046776
2024-10-20,7.0,2.0TD,3.0,115.0736202261,2.752,112.3216202261
2024-10-20,8.0,2.0TD,3.0,111.9655680973,2.752,109.2135680973
2024-10-20,9.0,2.0TD,3.0,115.5663504201,2.752,112.8143504201
2024-10-20,10.0,2.0TD,3.0,116.9658382269,2.752,114.2138382269
2024-10-20,11.0,2.0TD,3.0,62.7626900338,2.752,60.0106900338
2024-10-20,12.0,2.0TD,3.0,43.4417064209,2.752,40.6897064209
2024-10-20,13.0,2.0TD,3.0,34.9512869694,2.752,32.1992869694
2024-10-20,14.0,2.0TD,3.0,34.8327491308,2.752,32.0807491308
2024-10-20,15.0,2.0TD,3.0,35.5226017436,2.752,32.7706017436
2024-10-20,16.0,2.0TD,3.0,36.1021778724,2.752,33.3501778724
2024-10-20,17.0,2.0TD,3.0,39.7668370655,2.752,37.0148370655
2024-10-20,18.0,2.0TD,3.0,64.9838795814,2.752,62.2318795814
2024-10-20,19.0,2.0TD,3.0,131.6518379686,2.752,128.8998379686
2024-10-20,20.0,2.0TD,3.0,156.9951875171,2.752,154.2431875171
2024-10-20,21.0,2.0TD,3.0,177.5903212269,2.752,174.8383212269
2024-10-20,22.0,2.0TD,3.0,179.4669040012,2.752,176.7149040012
2024-10-20,23.0,2.0TD,3.0,149.5656438398,2.752,146.8136438398
2024-10-20,24.0,2.0TD,3.0,149.0167359686,2.752,146.2647359686
2024-10-21,1.0,2.0TD,3.0,133.8529265242,2.752,131.1009265242
2024-10-21,2.0,2.0TD,3.0,127.393458652,2.752,124.641458652
2024-10-21,3.0,2.0TD,3.0,114.4753665051,2.752,111.7233665051
2024-10-21,4.0,2.0TD,3.0,109.4562857894,2.752,106.7042857894
2024-10-21,5.0,2.0TD,3.0,109.2175412207,2.752,106.4655412207
2024-10-21,6.0,2.0TD,3.0,113.9083686616,2.752,111.1563686616
2024-10-21,7.0,2.0TD,3.0,128.6256126902,2.752,125.8736126902
2024-10-21,8.0,2.0TD,3.0,140.736135278,2.752,137.984135278
2024-10-21,9.0,2.0TD,2.0,190.7527119555,27.963,162.7897119555
2024-10-21,10.0,2.0TD,2.0,168.0172347189,27.963,140.0542347189
2024-10-21,11.0,2.0TD,1.0,197.8393805815,76.974,120.8653805815
2024-10-21,12.0,2.0TD,1.0,190.6776790128,76.974,113.7036790128
2024-10-21,13.0,2.0TD,1.0,178.3156624441,76.974,101.3416624441
2024-10-21,14.0,2.0TD,1.0,173.2699398754,76.974,96.2959398754
2024-10-21,15.0,2.0TD,2.0,123.0288098467,27.963,95.0658098467
2024-10-21,16.0,2.0TD,2.0,124.6797359746,27.963,96.7167359746
2024-10-21,17.0,2.0TD,2.0,130.8564361024,27.963,102.8934361024
2024-10-21,18.0,2.0TD,2.0,155.6448258085,27.963,127.6818258085
2024-10-21,19.0,2.0TD,1.0,218.1014361215,76.974,141.1274361215
2024-10-21,20.0,2.0TD,1.0,281.0138375528,76.974,204.0398375528
2024-10-21,21.0,2.0TD,1.0,304.3888498467,76.974,227.4148498467
2024-10-21,22.0,2.0TD,1.0,237.6358321311,76.974,160.6618321311
2024-10-21,23.0,2.0TD,2.0,163.5812512398,27.963,135.6182512398
2024-10-21,24.0,2.0TD,2.0,156.5656320833,27.963,128.6026320833
2024-10-22,1.0,2.0TD,3.0,122.1349770001,2.752,119.3829770001
2024-10-22,2.0,2.0TD,3.0,112.8122400881,2.752,110.0602400881
2024-10-22,3.0,2.0TD,3.0,108.0439604802,2.752,105.2919604802
2024-10-22,4.0,2.0TD,3.0,114.6788308282,2.752,111.9268308282
2024-10-22,5.0,2.0TD,3.0,105.2998964802,2.752,102.5478964802
2024-10-22,6.0,2.0TD,3.0,113.0326227401,2.752,110.2806227401
2024-10-22,7.0,2.0TD,3.0,116.074765216,2.752,113.322765216
2024-10-22,8.0,2.0TD,3.0,141.3447887359,2.752,138.5927887359
2024-10-22,9.0,2.0TD,2.0,197.9068134361,27.963,169.9438134361
2024-10-22,10.0,2.0TD,2.0,179.4759002118,27.963,151.5129002118
2024-10-22,11.0,2.0TD,1.0,209.1554002118,76.974,132.1814002118
2024-10-22,12.0,2.0TD,1.0,166.9227485598,76.974,89.9487485598
2024-10-22,13.0,2.0TD,1.0,160.8464801677,76.974,83.8724801677
2024-10-22,14.0,2.0TD,1.0,157.7143875157,76.974,80.7403875157
2024-10-22,15.0,2.0TD,2.0,112.970911868,27.963,85.007911868
2024-10-22,16.0,2.0TD,2.0,112.7722020001,27.963,84.8092020001
2024-10-22,17.0,2.0TD,2.0,112.6119774361,27.963,84.6489774361
2024-10-22,18.0,2.0TD,2.0,139.0616094361,27.963,111.0986094361
2024-10-22,19.0,2.0TD,1.0,208.4789681279,76.974,131.5049681279
2024-10-22,20.0,2.0TD,1.0,247.5806624759,76.974,170.6066624759
2024-10-22,21.0,2.0TD,1.0,225.4809911279,76.974,148.5069911279
2024-10-22,22.0,2.0TD,1.0,211.838429824,76.974,134.864429824
2024-10-22,23.0,2.0TD,2.0,160.6510176123,27.963,132.6880176123
2024-10-22,24.0,2.0TD,2.0,154.8524910924,27.963,126.8894910924
2024-10-23,1.0,2.0TD,3.0,110.6730040843,2.752,107.9210040843
2024-10-23,2.0,2.0TD,3.0,116.5850716179,2.752,113.8330716179
2024-10-23,3.0,2.0TD,3.0,109.2588607958,2.752,106.5068607958
2024-10-23,4.0,2.0TD,3.0,100.6154947958,2.752,97.8634947958
2024-10-23,5.0,2.0TD,3.0,100.9677247958,2.752,98.2157247958
2024-10-23,6.0,2.0TD,3.0,100.1367864401,2.752,97.3847864401
2024-10-23,7.0,2.0TD,3.0,120.5689715507,2.752,117.8169715507
2024-10-23,8.0,2.0TD,3.0,135.8286659353,2.752,133.0766659353
2024-10-23,9.0,2.0TD,2.0,201.9929602622,27.963,174.0299602622
2024-10-23,10.0,2.0TD,2.0,169.9928731276,27.963,142.0298731276
2024-10-23,11.0,2.0TD,1.0,195.0948494017,76.974,118.1208494017
2024-10-23,12.0,2.0TD,1.0,172.4280091276,76.974,95.4540091276
2024-10-23,13.0,2.0TD,1.0,170.7019376757,76.974,93.7279376757
2024-10-23,14.0,2.0TD,1.0,160.6686062238,76.974,83.6946062238
2024-10-23,15.0,2.0TD,2.0,111.9006884689,27.963,83.9376884689
2024-10-23,16.0,2.0TD,2.0,117.0966025507,27.963,89.1336025507
2024-10-23,17.0,2.0TD,2.0,121.5505179064,27.963,93.5875179064
2024-10-23,18.0,2.0TD,2.0,132.0442063583,27.963,104.0812063583
2024-10-23,19.0,2.0TD,1.0,213.9360421132,76.974,136.9620421132
2024-10-23,20.0,2.0TD,1.0,280.018349017,76.974,203.044349017
2024-10-23,21.0,2.0TD,1.0,262.6744708391,76.974,185.7004708391
2024-10-23,22.0,2.0TD,1.0,233.0550388391,76.974,156.0810388391
2024-10-23,23.0,2.0TD,2.0,161.7352007141,27.963,133.7722007141
2024-10-23,24.0,2.0TD,2.0,156.2373236997,27.963,128.2743236997
2024-10-24,1.0,2.0TD,3.0,117.7877598798,2.752,115.0357598798
2024-10-24,2.0,2.0TD,3.0,109.1925495724,2.752,106.4405495724
2024-10-24,3.0,2.0TD,3.0,107.2856970035,2.752,104.5336970035
2024-10-24,4.0,2.0TD,3.0,107.2188862191,2.752,104.4668862191
2024-10-24,5.0,2.0TD,3.0,107.7956676961,2.752,105.0436676961
2024-10-24,6.0,2.0TD,3.0,111.0664875265,2.752,108.3144875265
2024-10-24,7.0,2.0TD,3.0,113.3046359717,2.752,110.5526359717
2024-10-24,8.0,2.0TD,3.0,129.2472904169,2.752,126.4952904169
2024-10-24,9.0,2.0TD,2.0,191.7853076184,27.963,163.8223076184
2024-10-24,10.0,2.0TD,2.0,165.4328094629,27.963,137.4698094629
2024-10-24,11.0,2.0TD,1.0,184.4157021555,76.974,107.4417021555
2024-10-24,12.0,2.0TD,1.0,175.2941424169,76.974,98.3201424169
2024-10-24,13.0,2.0TD,1.0,162.8566504629,76.974,85.8826504629
2024-10-24,14.0,2.0TD,1.0,155.0660322473,76.974,78.0920322473
2024-10-24,15.0,2.0TD,2.0,91.3049299717,27.963,63.3419299717
2024-10-24,16.0,2.0TD,2.0,84.7875864028,27.963,56.8245864028
2024-10-24,17.0,2.0TD,2.0,112.4752988339,27.963,84.5122988339
2024-10-24,18.0,2.0TD,2.0,130.6975923109,27.963,102.7345923109
2024-10-24,19.0,2.0TD,1.0,197.6057231095,76.974,120.6317231095
2024-10-24,20.0,2.0TD,1.0,229.3375314169,76.974,152.3635314169
2024-10-24,21.0,2.0TD,1.0,218.8607949399,76.974,141.8867949399
2024-10-24,22.0,2.0TD,1.0,211.6382545866,76.974,134.6642545866
2024-10-24,23.0,2.0TD,2.0,147.6732444805,27.963,119.7102444805
2024-10-24,24.0,2.0TD,2.0,138.5770046502,27.963,110.6140046502
2024-10-25,1.0,2.0TD,3.0,101.8693826216,2.752,99.1173826216
2024-10-25,2.0,2.0TD,3.0,100.4328306664,2.752,97.6808306664
2024-10-25,3.0,2.0TD,3.0,89.4811426887,2.752,86.7291426887
2024-10-25,4.0,2.0TD,3.0,89.9660677055,2.752,87.2140677055
2024-10-25,5.0,2.0TD,3.0,95.5816067111,2.752,92.8296067111
2024-10-25,6.0,2.0TD,3.0,86.9791106887,2.752,84.2271106887
2024-10-25,7.0,2.0TD,3.0,99.2099265993,2.752,96.4579265993
2024-10-25,8.0,2.0TD,3.0,111.000163493,2.752,108.248163493
2024-10-25,9.0,2.0TD,2.0,160.9699176384,27.963,133.0069176384
2024-10-25,10.0,2.0TD,2.0,147.3873904427,27.963,119.4243904427
2024-10-25,11.0,2.0TD,1.0,184.4484064315,76.974,107.4744064315
2024-10-25,12.0,2.0TD,1.0,175.1158414259,76.974,98.1418414259
2024-10-25,13.0,2.0TD,1.0,168.2843824147,76.974,91.3103824147
2024-10-25,14.0,2.0TD,1.0,166.8004014035,76.974,89.8264014035
2024-10-25,15.0,2.0TD,2.0,114.0157025042,27.963,86.0527025042
2024-10-25,16.0,2.0TD,2.0,105.6486665433,27.963,77.6856665433
2024-10-25,17.0,2.0TD,2.0,103.9501265825,27.963,75.9871265825
2024-10-25,18.0,2.0TD,2.0,121.5655866104,27.963,93.6025866104
2024-10-25,19.0,2.0TD,1.0,186.2887385098,76.974,109.3147385098
2024-10-25,20.0,2.0TD,1.0,222.6881465433,76.974,145.7141465433
2024-10-25,21.0,2.0TD,1.0,225.2695105545,76.974,148.2955105545
2024-10-25,22.0,2.0TD,1.0,211.2132995601,76.974,134.2392995601
2024-10-25,23.0,2.0TD,2.0,152.3568587055,27.963,124.3938587055
2024-10-25,24.0,2.0TD,2.0,146.0316127447,27.963,118.0686127447
2024-10-26,1.0,2.0TD,3.0,119.0895918374,2.752,116.3375918374
2024-10-26,2.0,2.0TD,3.0,109.7101354314,2.752,106.9581354314
2024-10-26,3.0,2.0TD,3.0,104.5144460254,2.752,101.7624460254
2024-10-26,4.0,2.0TD,3.0,96.353539088,2.752,93.601539088
2024-10-26,5.0,2.0TD,3.0,96.4235976193,2.752,93.6715976193
2024-10-26,6.0,2.0TD,3.0,95.0064203223,2.752,92.2544203223
2024-10-26,7.0,2.0TD,3.0,103.2986612597,2.752,100.5466612597
2024-10-26,8.0,2.0TD,3.0,108.0148818374,2.752,105.2628818374
2024-10-26,9.0,2.0TD,3.0,104.6874044152,2.752,101.9354044152
